Data Source,Frequency [D/H],Observation time UTC,PERIOD [hrs],Direction [deg T],Speed [m/s]
A,H,2013-06-02T00:00:00Z,1,,13.9
A,H,2013-06-02T01:00:00Z,1,,14.41
A,H,2013-06-04T04:00:00Z,1,,9.78
A,H,2013-06-16T03:00:00Z,1,,11.33
A,H,2013-06-16T06:00:00Z,1,,13.9
A,H,2013-06-16T10:00:00Z,1,,14.93
A,H,2013-06-16T11:00:00Z,1,,14.93
A,H,2013-06-16T22:00:00Z,1,,15.44
A,H,2013-06-17T01:00:00Z,1,,13.9
A,H,2013-06-18T06:00:00Z,1,,11.33
A,H,2013-06-19T10:00:00Z,1,,16.99
A,H,2013-06-19T18:00:00Z,1,,13.9
A,H,2013-06-19T20:00:00Z,1,,13.38
A,H,2013-06-19T21:00:00Z,1,,16.47
A,H,2013-06-19T22:00:00Z,1,,17.5
A,H,2013-06-19T23:00:00Z,1,,16.47
A,H,2013-06-20T00:00:00Z,1,,17.5
A,H,2013-06-20T12:00:00Z,1,,15.96
A,H,2013-06-20T16:00:00Z,1,,16.99
A,H,2013-06-20T21:00:00Z,1,,13.9
A,H,2013-06-20T22:00:00Z,1,,15.44
A,H,2013-06-21T06:00:00Z,1,,14.41
A,H,2013-06-21T10:00:00Z,1,,13.38
A,H,2013-06-21T20:00:00Z,1,,10.81
A,H,2013-06-22T22:00:00Z,1,,13.9
A,H,2013-06-22T23:00:00Z,1,,13.38
A,H,2013-06-23T01:00:00Z,1,,13.38
A,H,2013-06-23T02:00:00Z,1,,13.38
A,H,2013-06-23T03:00:00Z,1,,15.44
A,H,2013-06-23T04:00:00Z,1,,15.44
A,H,2013-06-23T07:00:00Z,1,,21.11
A,H,2013-06-23T08:00:00Z,1,,18.53
A,H,2013-06-23T09:00:00Z,1,,14.41
A,H,2013-06-23T12:00:00Z,1,,13.9
A,H,2013-06-23T14:00:00Z,1,,13.38
A,H,2013-06-23T18:00:00Z,1,,13.38
A,H,2013-06-23T19:00:00Z,1,,16.99
A,H,2013-06-23T20:00:00Z,1,,12.36
A,H,2013-06-24T00:00:00Z,1,,18.02
A,H,2013-06-24T01:00:00Z,1,,16.47
A,H,2013-06-24T02:00:00Z,1,,18.02
A,H,2013-06-24T03:00:00Z,1,,14.41
A,H,2013-06-24T14:00:00Z,1,,13.38
A,H,2013-06-24T15:00:00Z,1,,14.41
A,H,2013-06-24T16:00:00Z,1,,13.38
A,H,2013-06-24T18:00:00Z,1,,12.87
A,H,2013-06-24T20:00:00Z,1,,14.93
A,H,2013-06-24T21:00:00Z,1,,16.47
A,H,2013-06-24T22:00:00Z,1,,14.41
A,H,2013-06-24T23:00:00Z,1,,17.5
A,H,2013-06-25T00:00:00Z,1,,16.99
A,H,2013-06-25T01:00:00Z,1,,18.02
A,H,2013-06-25T02:00:00Z,1,,18.02
A,H,2013-06-25T03:00:00Z,1,,18.53
A,H,2013-06-25T04:00:00Z,1,,13.9
A,H,2013-06-25T07:00:00Z,1,,14.93
A,H,2013-06-25T08:00:00Z,1,,13.9
A,H,2013-06-25T09:00:00Z,1,,13.9
A,H,2013-06-25T13:00:00Z,1,,13.38
A,H,2013-06-26T01:00:00Z,1,,14.93
A,H,2013-07-01T14:00:00Z,1,,12.36
A,H,2013-07-02T12:00:00Z,1,,8.75
A,H,2013-07-02T17:00:00Z,1,,15.96
A,H,2013-07-02T22:00:00Z,1,,13.9
A,H,2013-07-04T21:00:00Z,1,,9.78
A,H,2013-07-05T01:00:00Z,1,,13.9
A,H,2013-07-05T02:00:00Z,1,,9.78
A,H,2013-07-05T03:00:00Z,1,,15.44
A,H,2013-07-05T16:00:00Z,1,,14.93
A,H,2013-07-05T19:00:00Z,1,,11.33
A,H,2013-07-06T00:00:00Z,1,,11.33
A,H,2013-07-06T05:00:00Z,1,,12.87
A,H,2013-07-06T06:00:00Z,1,,10.3
A,H,2013-07-06T08:00:00Z,1,,9.27
A,H,2013-07-06T10:00:00Z,1,,13.9
A,H,2013-07-06T11:00:00Z,1,,16.99
A,H,2013-07-06T12:00:00Z,1,,19.56
A,H,2013-07-06T16:00:00Z,1,,11.84
A,H,2013-07-06T17:00:00Z,1,,11.33
A,H,2013-07-06T18:00:00Z,1,,11.84
A,H,2013-07-06T20:00:00Z,1,,12.87
A,H,2013-07-06T21:00:00Z,1,,11.33
A,H,2013-07-07T00:00:00Z,1,,11.33
A,H,2013-07-07T01:00:00Z,1,,12.87
A,H,2013-07-07T02:00:00Z,1,,19.05
A,H,2013-07-07T04:00:00Z,1,,10.81
A,H,2013-07-07T09:00:00Z,1,,12.36
A,H,2013-07-07T10:00:00Z,1,,13.38
A,H,2013-07-07T11:00:00Z,1,,14.93
A,H,2013-07-07T22:00:00Z,1,,12.36
A,H,2013-07-13T16:00:00Z,1,,15.44
A,H,2013-07-13T19:00:00Z,1,,12.36
A,H,2013-07-14T08:00:00Z,1,,11.33
A,H,2013-07-16T11:00:00Z,1,,6.69
A,H,2013-07-25T00:00:00Z,1,,11.84
A,H,2013-07-25T11:00:00Z,1,,11.84
A,H,2013-07-25T13:00:00Z,1,,11.84
A,H,2013-07-25T14:00:00Z,1,,13.38
A,H,2013-07-25T15:00:00Z,1,,13.9
A,H,2013-07-25T16:00:00Z,1,,11.84
A,H,2013-08-01T22:00:00Z,1,,10.81
A,H,2013-08-02T17:00:00Z,1,,16.47
A,H,2013-08-03T03:00:00Z,1,,12.36
A,H,2013-08-03T05:00:00Z,1,,14.41
A,H,2013-08-03T06:00:00Z,1,,13.38
A,H,2013-08-03T12:00:00Z,1,,12.36
A,H,2013-08-03T14:00:00Z,1,,12.36
A,H,2013-08-03T15:00:00Z,1,,12.87
A,H,2013-08-03T21:00:00Z,1,,11.84
A,H,2013-08-10T00:00:00Z,1,,8.75
A,H,2013-08-10T07:00:00Z,1,,12.36
A,H,2013-08-10T08:00:00Z,1,,11.84
A,H,2013-08-10T09:00:00Z,1,,10.81
A,H,2013-08-10T11:00:00Z,1,,10.81
A,H,2013-08-10T14:00:00Z,1,,9.78
A,H,2013-08-10T15:00:00Z,1,,12.87
A,H,2013-08-10T21:00:00Z,1,,14.93
A,H,2013-08-13T00:00:00Z,1,,14.93
A,H,2013-08-13T02:00:00Z,1,,13.9
A,H,2013-08-13T04:00:00Z,1,,13.38
A,H,2013-08-13T19:00:00Z,1,,10.81
A,H,2013-08-13T20:00:00Z,1,,12.36
A,H,2013-08-13T21:00:00Z,1,,14.93
A,H,2013-08-13T22:00:00Z,1,,14.93
A,H,2013-08-13T23:00:00Z,1,,15.96
A,H,2013-08-14T00:00:00Z,1,,15.44
A,H,2013-08-14T01:00:00Z,1,,16.99
A,H,2013-08-14T02:00:00Z,1,,16.47
A,H,2013-08-17T12:00:00Z,1,,9.78
A,H,2013-08-17T20:00:00Z,1,,11.33
A,H,2013-08-18T03:00:00Z,1,,12.36
A,H,2013-08-18T14:00:00Z,1,,11.84
A,H,2013-08-18T19:00:00Z,1,,12.87
A,H,2013-08-18T21:00:00Z,1,,13.38
A,H,2013-08-18T22:00:00Z,1,,15.96
A,H,2013-08-18T23:00:00Z,1,,13.38
A,H,2013-08-19T01:00:00Z,1,,15.44
A,H,2013-08-19T02:00:00Z,1,,14.41
A,H,2013-08-19T04:00:00Z,1,,12.87
A,H,2013-08-19T05:00:00Z,1,,14.93
A,H,2013-08-19T07:00:00Z,1,,12.36
A,H,2013-08-19T08:00:00Z,1,,13.38
A,H,2013-08-19T11:00:00Z,1,,14.41
A,H,2013-08-19T12:00:00Z,1,,13.38
A,H,2013-08-19T13:00:00Z,1,,11.33
A,H,2013-08-19T16:00:00Z,1,,12.87
A,H,2013-08-19T17:00:00Z,1,,13.9
A,H,2013-08-19T20:00:00Z,1,,17.5
A,H,2013-08-19T21:00:00Z,1,,14.93
A,H,2013-08-19T23:00:00Z,1,,15.96
A,H,2013-08-20T00:00:00Z,1,,16.47
A,H,2013-08-20T01:00:00Z,1,,16.47
A,H,2013-08-20T02:00:00Z,1,,13.38
A,H,2013-08-20T04:00:00Z,1,,13.38
A,H,2013-08-20T05:00:00Z,1,,13.38
A,H,2013-08-20T07:00:00Z,1,,13.9
A,H,2013-08-20T08:00:00Z,1,,12.87
A,H,2013-08-28T04:00:00Z,1,,12.36
A,H,2013-08-28T10:00:00Z,1,,13.9
A,H,2013-08-29T02:00:00Z,1,,13.38
A,H,2013-08-29T04:00:00Z,1,,13.38
A,H,2013-09-03T14:00:00Z,1,,11.33
A,H,2013-09-04T00:00:00Z,1,,19.56
A,H,2013-09-04T01:00:00Z,1,,18.53
A,H,2013-09-04T03:00:00Z,1,,13.9
A,H,2013-09-04T05:00:00Z,1,,14.41
A,H,2013-09-04T06:00:00Z,1,,13.9
A,H,2013-09-04T07:00:00Z,1,,12.36
A,H,2013-09-07T23:00:00Z,1,,11.84
A,H,2013-09-08T12:00:00Z,1,,12.87
A,H,2013-09-08T14:00:00Z,1,,15.96
A,H,2013-09-08T15:00:00Z,1,,14.41
A,H,2013-09-08T19:00:00Z,1,,15.44
A,H,2013-09-09T15:00:00Z,1,,9.78
A,H,2013-09-09T21:00:00Z,1,,8.24
A,H,2013-09-09T22:00:00Z,1,,11.33
A,H,2013-09-09T23:00:00Z,1,,11.84
A,H,2013-09-10T00:00:00Z,1,,13.38
A,H,2013-09-10T01:00:00Z,1,,20.59
A,H,2013-09-10T02:00:00Z,1,,23.17
A,H,2013-09-10T03:00:00Z,1,,23.68
A,H,2013-09-10T04:00:00Z,1,,21.62
A,H,2013-09-10T05:00:00Z,1,,14.93
A,H,2013-09-10T06:00:00Z,1,,15.96
A,H,2013-09-10T07:00:00Z,1,,17.5
A,H,2013-09-10T13:00:00Z,1,,11.33
A,H,2013-09-11T11:00:00Z,1,,11.84
A,H,2013-09-11T12:00:00Z,1,,15.96
A,H,2013-09-11T15:00:00Z,1,,10.81
A,H,2013-09-11T17:00:00Z,1,,10.81
A,H,2013-09-11T23:00:00Z,1,,14.41
A,H,2013-09-12T00:00:00Z,1,,20.08
A,H,2013-09-12T01:00:00Z,1,,13.38
A,H,2013-09-12T02:00:00Z,1,,12.36
A,H,2013-09-12T03:00:00Z,1,,13.9
A,H,2013-09-14T01:00:00Z,1,,14.93
A,H,2013-09-14T02:00:00Z,1,,15.44
A,H,2013-09-14T05:00:00Z,1,,16.47
A,H,2013-09-14T07:00:00Z,1,,19.05
A,H,2013-09-14T11:00:00Z,1,,12.87
A,H,2013-09-14T12:00:00Z,1,,13.38
A,H,2013-09-14T15:00:00Z,1,,12.36
A,H,2013-09-14T19:00:00Z,1,,9.78
A,H,2013-09-16T02:00:00Z,1,,14.93
A,H,2013-09-16T03:00:00Z,1,,14.41
A,H,2013-09-16T04:00:00Z,1,,21.11
A,H,2013-09-16T05:00:00Z,1,,13.9
A,H,2013-09-16T06:00:00Z,1,,10.3
A,H,2013-09-16T11:00:00Z,1,,14.41
A,H,2013-09-16T13:00:00Z,1,,13.9
A,H,2013-09-19T16:00:00Z,1,,8.75
A,H,2013-09-20T04:00:00Z,1,,8.75
A,H,2013-09-22T22:00:00Z,1,,11.84
A,H,2013-09-23T00:00:00Z,1,,12.36
A,H,2013-09-27T00:00:00Z,1,,13.38
A,H,2013-09-27T02:00:00Z,1,,13.38
A,H,2013-09-27T03:00:00Z,1,,13.38
A,H,2013-10-01T02:00:00Z,1,,11.33
A,H,2013-10-01T03:00:00Z,1,,13.38
A,H,2013-10-01T17:00:00Z,1,,8.75
A,H,2013-10-02T01:00:00Z,1,,8.75
A,H,2013-10-03T04:00:00Z,1,,12.87
A,H,2013-10-03T05:00:00Z,1,,14.41
A,H,2013-10-07T02:00:00Z,1,,14.41
A,H,2013-10-07T03:00:00Z,1,,12.87
A,H,2013-10-13T00:00:00Z,1,,11.33
A,H,2013-10-13T23:00:00Z,1,,18.02
A,H,2013-10-14T00:00:00Z,1,,16.99
A,H,2013-10-14T03:00:00Z,1,,13.38
A,H,2013-10-14T06:00:00Z,1,,16.47
A,H,2013-10-14T09:00:00Z,1,,9.27
A,H,2013-10-15T00:00:00Z,1,,10.81
A,H,2013-10-15T03:00:00Z,1,,12.87
A,H,2013-10-16T02:00:00Z,1,,10.81
A,H,2013-10-16T22:00:00Z,1,,9.78
A,H,2013-10-17T03:00:00Z,1,,13.38
A,H,2013-10-17T04:00:00Z,1,,12.36
A,H,2013-10-17T08:00:00Z,1,,12.36
A,H,2013-10-17T10:00:00Z,1,,10.81
A,H,2013-10-17T11:00:00Z,1,,12.87
A,H,2013-10-17T13:00:00Z,1,,12.87
A,H,2013-10-17T14:00:00Z,1,,11.84
A,H,2013-10-17T15:00:00Z,1,,9.78
A,H,2013-10-18T05:00:00Z,1,,13.38
A,H,2013-10-19T01:00:00Z,1,,10.3
A,H,2013-10-19T21:00:00Z,1,,13.9
A,H,2013-10-19T22:00:00Z,1,,13.9
A,H,2013-10-19T23:00:00Z,1,,16.99
A,H,2013-10-20T00:00:00Z,1,,12.36
A,H,2013-10-20T01:00:00Z,1,,15.96
A,H,2013-10-20T02:00:00Z,1,,14.41
A,H,2013-10-20T03:00:00Z,1,,15.96
A,H,2013-10-20T04:00:00Z,1,,10.3
A,H,2013-10-21T23:00:00Z,1,,12.36
A,H,2013-10-22T01:00:00Z,1,,11.33
A,H,2013-10-22T02:00:00Z,1,,12.36
A,H,2013-10-23T06:00:00Z,1,,12.36
A,H,2013-10-23T17:00:00Z,1,,9.27
A,H,2013-10-23T18:00:00Z,1,,13.38
A,H,2013-10-24T01:00:00Z,1,,12.87
A,H,2013-10-24T02:00:00Z,1,,20.59
A,H,2013-10-24T03:00:00Z,1,,16.47
A,H,2013-10-24T04:00:00Z,1,,15.96
A,H,2013-10-24T05:00:00Z,1,,11.84
A,H,2013-10-25T01:00:00Z,1,,13.38
A,H,2013-10-25T02:00:00Z,1,,16.99
A,H,2013-10-25T04:00:00Z,1,,13.9
A,H,2013-10-25T05:00:00Z,1,,13.38
A,H,2013-10-25T06:00:00Z,1,,14.93
A,H,2013-10-25T17:00:00Z,1,,13.9
A,H,2013-10-25T18:00:00Z,1,,13.38
A,H,2013-10-25T19:00:00Z,1,,11.33
A,H,2013-10-25T21:00:00Z,1,,13.9
A,H,2013-10-26T01:00:00Z,1,,14.41
A,H,2013-10-27T01:00:00Z,1,,16.47
A,H,2013-10-27T05:00:00Z,1,,12.87
A,H,2013-10-27T06:00:00Z,1,,12.87
A,H,2013-10-27T07:00:00Z,1,,15.44
A,H,2013-10-27T21:00:00Z,1,,12.36
A,H,2013-11-01T03:00:00Z,1,,9.78
A,H,2013-11-01T04:00:00Z,1,,13.38
A,H,2013-11-01T07:00:00Z,1,,11.84
A,H,2013-11-02T07:00:00Z,1,,10.81
A,H,2013-11-02T08:00:00Z,1,,8.75
A,H,2013-11-03T07:00:00Z,1,,11.84
A,H,2013-11-03T11:00:00Z,1,,10.81
A,H,2013-11-08T01:00:00Z,1,,10.3
A,H,2013-11-09T14:00:00Z,1,,8.75
A,H,2013-11-10T21:00:00Z,1,,13.9
A,H,2013-11-10T22:00:00Z,1,,11.33
A,H,2013-11-10T23:00:00Z,1,,11.33
A,H,2013-11-26T22:00:00Z,1,,10.3
A,H,2013-11-27T00:00:00Z,1,,11.84
A,H,2013-11-27T02:00:00Z,1,,11.84
A,H,2013-11-27T11:00:00Z,1,,10.81
A,H,2013-11-29T03:00:00Z,1,,7.72
A,H,2013-11-29T04:00:00Z,1,,17.5
A,H,2013-11-29T07:00:00Z,1,,10.3
A,H,2013-11-29T08:00:00Z,1,,18.02
A,H,2013-11-29T10:00:00Z,1,,16.99
A,H,2013-11-29T11:00:00Z,1,,12.87
A,H,2013-11-29T20:00:00Z,1,,13.9
A,H,2013-11-29T21:00:00Z,1,,16.47
A,H,2013-11-29T22:00:00Z,1,,15.44
A,H,2013-11-30T00:00:00Z,1,,13.9
A,H,2013-11-30T01:00:00Z,1,,16.99
A,H,2013-11-30T02:00:00Z,1,,14.41
A,H,2013-11-30T03:00:00Z,1,,13.38
A,H,2013-11-30T04:00:00Z,1,,14.93
A,H,2013-11-30T05:00:00Z,1,,14.41
A,H,2013-11-30T06:00:00Z,1,,13.9
A,H,2013-11-30T17:00:00Z,1,,14.41
A,H,2013-11-30T18:00:00Z,1,,15.96
A,H,2013-12-01T00:00:00Z,1,,16.99
A,H,2013-12-01T01:00:00Z,1,,15.44
A,H,2013-12-01T02:00:00Z,1,,16.99
A,H,2013-12-01T03:00:00Z,1,,16.99
A,H,2013-12-01T05:00:00Z,1,,14.41
A,H,2013-12-01T07:00:00Z,1,,12.36
A,H,2013-12-05T08:00:00Z,1,,14.93
A,H,2013-12-11T23:00:00Z,1,,12.36
A,H,2013-12-12T06:00:00Z,1,,11.33
A,H,2013-12-14T04:00:00Z,1,,15.44
A,H,2013-12-18T21:00:00Z,1,,13.38
A,H,2013-12-18T23:00:00Z,1,,12.36
A,H,2013-12-19T00:00:00Z,1,,10.81
A,H,2013-12-20T10:00:00Z,1,,8.75
A,H,2013-12-20T20:00:00Z,1,,9.78
A,H,2013-12-21T04:00:00Z,1,,13.9
A,H,2013-12-21T09:00:00Z,1,,11.33
A,H,2013-12-21T19:00:00Z,1,,12.87
A,H,2013-12-21T20:00:00Z,1,,12.87
A,H,2013-12-21T21:00:00Z,1,,12.87
A,H,2013-12-21T23:00:00Z,1,,13.9
A,H,2013-12-22T00:00:00Z,1,,12.36
A,H,2013-12-22T01:00:00Z,1,,12.36
A,H,2013-12-22T02:00:00Z,1,,13.38
A,H,2013-12-23T21:00:00Z,1,,12.87
A,H,2013-12-24T02:00:00Z,1,,13.38
A,H,2013-12-24T22:00:00Z,1,,12.36
A,H,2013-12-25T04:00:00Z,1,,10.81
A,H,2013-12-26T20:00:00Z,1,,11.33
A,H,2014-01-02T12:00:00Z,1,,13.9
A,H,2014-01-02T13:00:00Z,1,,18.02
A,H,2014-01-03T00:00:00Z,1,,15.44
A,H,2014-01-03T01:00:00Z,1,,20.08
A,H,2014-01-03T07:00:00Z,1,,16.99
A,H,2014-01-03T12:00:00Z,1,,9.27
A,H,2014-01-04T03:00:00Z,1,,13.9
A,H,2014-01-04T04:00:00Z,1,,16.99
A,H,2014-01-04T06:00:00Z,1,,10.81
A,H,2014-01-04T16:00:00Z,1,,8.75
A,H,2014-01-05T05:00:00Z,1,,12.87
A,H,2014-01-06T19:00:00Z,1,,11.84
A,H,2014-01-07T23:00:00Z,1,,17.5
A,H,2014-01-08T00:00:00Z,1,,14.41
A,H,2014-01-08T01:00:00Z,1,,12.87
A,H,2014-01-08T02:00:00Z,1,,12.87
A,H,2014-01-08T04:00:00Z,1,,11.84
A,H,2014-01-08T09:00:00Z,1,,11.33
A,H,2014-01-08T12:00:00Z,1,,12.87
A,H,2014-01-09T04:00:00Z,1,,13.38
A,H,2014-01-09T13:00:00Z,1,,11.33
A,H,2014-01-09T21:00:00Z,1,,11.84
A,H,2014-01-09T22:00:00Z,1,,15.44
A,H,2014-01-10T00:00:00Z,1,,15.96
A,H,2014-01-10T01:00:00Z,1,,16.99
A,H,2014-01-10T03:00:00Z,1,,14.41
A,H,2014-01-10T04:00:00Z,1,,15.96
A,H,2014-01-10T06:00:00Z,1,,13.9
A,H,2014-01-10T07:00:00Z,1,,10.81
A,H,2014-01-12T15:00:00Z,1,,10.81
A,H,2014-01-12T16:00:00Z,1,,12.87
A,H,2014-01-12T19:00:00Z,1,,18.02
A,H,2014-01-12T20:00:00Z,1,,14.93
A,H,2014-01-12T21:00:00Z,1,,11.33
A,H,2014-01-12T22:00:00Z,1,,19.05
A,H,2014-01-12T23:00:00Z,1,,17.5
A,H,2014-01-13T00:00:00Z,1,,17.5
A,H,2014-01-13T01:00:00Z,1,,15.44
A,H,2014-01-13T03:00:00Z,1,,12.87
A,H,2014-01-13T04:00:00Z,1,,15.44
A,H,2014-01-13T05:00:00Z,1,,13.9
A,H,2014-01-13T06:00:00Z,1,,12.87
A,H,2014-01-13T07:00:00Z,1,,13.9
A,H,2014-01-13T08:00:00Z,1,,14.41
A,H,2014-01-13T11:00:00Z,1,,9.27
A,H,2014-01-13T17:00:00Z,1,,10.3
A,H,2014-01-13T20:00:00Z,1,,11.84
A,H,2014-01-13T21:00:00Z,1,,11.84
A,H,2014-01-13T22:00:00Z,1,,17.5
A,H,2014-01-13T23:00:00Z,1,,19.05
A,H,2014-01-14T00:00:00Z,1,,13.9
A,H,2014-01-14T01:00:00Z,1,,17.5
A,H,2014-01-14T03:00:00Z,1,,19.05
A,H,2014-01-14T04:00:00Z,1,,15.44
A,H,2014-01-14T06:00:00Z,1,,14.41
A,H,2014-01-14T07:00:00Z,1,,12.36
A,H,2014-01-16T04:00:00Z,1,,10.81
A,H,2014-01-16T06:00:00Z,1,,16.99
A,H,2014-01-16T07:00:00Z,1,,18.53
A,H,2014-01-16T08:00:00Z,1,,14.93
A,H,2014-01-16T09:00:00Z,1,,13.9
A,H,2014-01-16T10:00:00Z,1,,15.44
A,H,2014-01-16T11:00:00Z,1,,14.93
A,H,2014-01-16T13:00:00Z,1,,15.96
A,H,2014-01-16T14:00:00Z,1,,15.96
A,H,2014-01-16T16:00:00Z,1,,18.02
A,H,2014-01-16T17:00:00Z,1,,14.41
A,H,2014-01-16T18:00:00Z,1,,15.96
A,H,2014-01-16T19:00:00Z,1,,14.41
A,H,2014-01-16T20:00:00Z,1,,18.02
A,H,2014-01-16T21:00:00Z,1,,16.99
A,H,2014-01-16T22:00:00Z,1,,15.96
A,H,2014-01-16T23:00:00Z,1,,17.5
A,H,2014-01-17T00:00:00Z,1,,16.99
A,H,2014-01-17T01:00:00Z,1,,14.41
A,H,2014-01-17T03:00:00Z,1,,18.53
A,H,2014-01-17T04:00:00Z,1,,18.53
A,H,2014-01-17T05:00:00Z,1,,20.08
A,H,2014-01-17T06:00:00Z,1,,14.93
A,H,2014-01-17T08:00:00Z,1,,12.87
A,H,2014-01-21T16:00:00Z,1,,9.78
A,H,2014-01-22T04:00:00Z,1,,10.3
A,H,2014-01-22T15:00:00Z,1,,12.87
A,H,2014-01-22T23:00:00Z,1,,15.44
A,H,2014-01-23T00:00:00Z,1,,15.44
A,H,2014-01-23T01:00:00Z,1,,14.93
A,H,2014-01-23T02:00:00Z,1,,17.5
A,H,2014-01-23T03:00:00Z,1,,21.62
A,H,2014-01-23T04:00:00Z,1,,18.53
A,H,2014-01-23T05:00:00Z,1,,18.02
A,H,2014-01-23T06:00:00Z,1,,13.38
A,H,2014-01-23T07:00:00Z,1,,13.9
A,H,2014-01-23T08:00:00Z,1,,15.96
A,H,2014-01-23T12:00:00Z,1,,12.87
A,H,2014-01-23T16:00:00Z,1,,13.38
A,H,2014-01-23T17:00:00Z,1,,11.84
A,H,2014-01-23T20:00:00Z,1,,11.84
A,H,2014-01-23T23:00:00Z,1,,9.27
A,H,2014-01-24T01:00:00Z,1,,11.84
A,H,2014-01-24T22:00:00Z,1,,14.41
A,H,2014-01-25T00:00:00Z,1,,14.93
A,H,2014-01-25T01:00:00Z,1,,14.93
A,H,2014-01-25T02:00:00Z,1,,13.38
A,H,2014-01-25T21:00:00Z,1,,12.87
A,H,2014-01-25T22:00:00Z,1,,12.36
A,H,2014-02-04T17:00:00Z,1,,10.81
A,H,2014-02-04T18:00:00Z,1,,12.36
A,H,2014-02-04T19:00:00Z,1,,12.36
A,H,2014-02-04T23:00:00Z,1,,10.3
A,H,2014-02-06T18:00:00Z,1,,7.72
A,H,2014-02-10T00:00:00Z,1,,16.47
A,H,2014-02-10T02:00:00Z,1,,16.47
A,H,2014-02-10T09:00:00Z,1,,13.38
A,H,2014-02-10T10:00:00Z,1,,11.84
A,H,2014-02-12T18:00:00Z,1,,12.87
A,H,2014-02-12T19:00:00Z,1,,13.38
A,H,2014-02-12T20:00:00Z,1,,14.41
A,H,2014-02-12T21:00:00Z,1,,14.41
A,H,2014-02-12T23:00:00Z,1,,14.41
A,H,2014-02-13T00:00:00Z,1,,15.96
A,H,2014-02-13T06:00:00Z,1,,14.41
A,H,2014-02-13T20:00:00Z,1,,13.38
A,H,2014-02-14T00:00:00Z,1,,15.96
A,H,2014-02-14T01:00:00Z,1,,13.38
A,H,2014-02-14T03:00:00Z,1,,13.38
A,H,2014-02-14T05:00:00Z,1,,14.41
A,H,2014-02-16T06:00:00Z,1,,13.9
A,H,2014-02-16T09:00:00Z,1,,13.38
A,H,2014-02-16T10:00:00Z,1,,14.93
A,H,2014-02-21T04:00:00Z,1,,11.33
A,H,2014-02-24T04:00:00Z,1,,11.84
A,H,2014-02-24T05:00:00Z,1,,16.99
A,H,2014-02-24T06:00:00Z,1,,12.87
A,H,2014-02-28T04:00:00Z,1,,11.84
A,H,2014-02-28T06:00:00Z,1,,13.38
A,H,2014-03-01T00:00:00Z,1,,10.81
A,H,2014-03-02T20:00:00Z,1,,14.41
A,H,2014-03-02T22:00:00Z,1,,14.93
A,H,2014-03-03T00:00:00Z,1,,14.93
A,H,2014-03-03T01:00:00Z,1,,15.96
A,H,2014-03-03T02:00:00Z,1,,12.36
A,H,2014-03-03T04:00:00Z,1,,11.84
A,H,2014-03-03T05:00:00Z,1,,13.9
A,H,2014-03-03T06:00:00Z,1,,14.41
A,H,2014-03-03T08:00:00Z,1,,11.84
A,H,2014-03-03T10:00:00Z,1,,15.44
A,H,2014-03-03T11:00:00Z,1,,13.38
A,H,2014-03-03T12:00:00Z,1,,14.93
A,H,2014-03-03T13:00:00Z,1,,16.47
A,H,2014-03-03T14:00:00Z,1,,18.53
A,H,2014-03-03T15:00:00Z,1,,14.41
A,H,2014-03-03T18:00:00Z,1,,16.47
A,H,2014-03-03T19:00:00Z,1,,17.5
A,H,2014-03-03T20:00:00Z,1,,20.59
A,H,2014-03-03T21:00:00Z,1,,14.93
A,H,2014-03-04T00:00:00Z,1,,14.93
A,H,2014-03-04T02:00:00Z,1,,14.41
A,H,2014-03-04T03:00:00Z,1,,19.05
A,H,2014-03-04T04:00:00Z,1,,14.93
A,H,2014-03-04T05:00:00Z,1,,12.87
A,H,2014-03-04T06:00:00Z,1,,14.93
A,H,2014-03-04T07:00:00Z,1,,15.44
A,H,2014-03-04T08:00:00Z,1,,12.36
A,H,2014-03-04T10:00:00Z,1,,12.36
A,H,2014-03-04T11:00:00Z,1,,14.41
A,H,2014-03-12T04:00:00Z,1,,11.33
A,H,2014-03-12T06:00:00Z,1,,18.53
A,H,2014-03-13T05:00:00Z,1,,13.9
A,H,2014-03-15T03:00:00Z,1,,12.36
A,H,2014-03-15T07:00:00Z,1,,11.84
A,H,2014-03-15T13:00:00Z,1,,10.81
A,H,2014-03-15T15:00:00Z,1,,14.41
A,H,2014-03-15T16:00:00Z,1,,12.87
A,H,2014-03-15T17:00:00Z,1,,11.33
A,H,2014-03-15T18:00:00Z,1,,13.9
A,H,2014-03-15T19:00:00Z,1,,14.41
A,H,2014-03-15T20:00:00Z,1,,11.33
A,H,2014-03-15T23:00:00Z,1,,12.36
A,H,2014-03-17T03:00:00Z,1,,15.44
A,H,2014-03-17T05:00:00Z,1,,14.41
A,H,2014-03-20T00:00:00Z,1,,10.3
A,H,2014-03-20T02:00:00Z,1,,11.84
A,H,2014-03-20T21:00:00Z,1,,9.78
A,H,2014-03-22T11:00:00Z,1,,13.9
A,H,2014-03-22T12:00:00Z,1,,13.38
A,H,2014-03-22T15:00:00Z,1,,10.81
A,H,2014-03-24T20:00:00Z,1,,10.81
A,H,2014-03-27T00:00:00Z,1,,12.36
A,H,2014-03-27T02:00:00Z,1,,11.33
A,H,2014-03-27T04:00:00Z,1,,14.93
A,H,2014-03-27T09:00:00Z,1,,10.81
A,H,2014-04-03T07:00:00Z,1,,14.41
A,H,2014-04-08T12:00:00Z,1,,12.36
A,H,2014-04-08T13:00:00Z,1,,9.27
